Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
0,1.6,4,8,3,8.3,6.7,7.6,37,180
0,1.6,4,25,3,8.9,6.9,8.0,35,188
0,1.6,4,15,3,8.9,7.3,8.2,34,193
0,1.6,4,25,3,9.4,7.2,8.4,34,200
2,2.0,4,16,4,10.7,8.4,9.6,29,226
2,3.0,6,16,4,12.6,8.8,10.9,26,256
2,3.0,6,16,4,12.3,9.2,10.9,26,257
0,3.5,6,16,4,9.1,7.7,8.5,33,200
10,2.0,4,16,4,11.2,8.5,10.0,28,233
10,3.0,6,16,4,12.4,8.8,10.8,26,253
10,3.0,6,16,4,12.5,9.2,11.0,26,259
2,3.7,6,16,4,13.2,9.8,11.7,24,274
2,3.5,6,16,4,8.4,7.1,7.8,36,184
0,2.0,4,9,4,9.7,7.1,8.5,33,200
0,2.0,4,9,4,10.6,8.0,9.4,30,221
9,3.7,6,16,4,13.7,9.8,11.9,24,280
11,3.5,6,22,4,11.9,8.8,10.5,27,246
11,3.5,6,22,4,12.5,9.1,10.9,26,257
12,2.5,4,22,3,9.5,8.6,9.1,31,214
11,3.7,6,16,4,14.5,10.8,12.8,22,301
12,5.6,8,16,4,17.4,12.2,15.1,19,355
11,3.0,6,17,4,13.3,10.0,11.8,24,277
13,3.0,6,17,4,11.9,8.5,10.4,27,242
13,5.0,8,17,4,15.6,10.4,13.3,21,311
13,5.0,8,15,4,15.6,10.4,13.3,21,311
13,3.0,6,17,4,12.4,8.8,10.8,26,253
13,3.0,6,25,4,15.3,10.0,12.9,22,302
13,3.0,6,17,4,13.0,9.2,11.3,25,265
0,2.0,4,17,0,7.8,5.8,6.9,41,186
0,3.0,6,17,4,11.8,8.2,10.2,28,238
2,2.0,4,17,0,7.8,5.8,6.9,41,186
2,3.0,6,17,4,12.0,8.4,10.4,27,243
1,3.0,6,17,4,14.0,9.0,11.8,24,276
1,3.0,6,17,4,14.0,9.4,11.9,24,280
1,5.0,8,17,4,15.8,10.3,13.3,21,313
11,2.4,4,6,3,11.0,7.8,9.6,29,225
11,3.2,6,6,3,11.4,8.3,10.0,28,234
11,2.4,4,6,3,11.3,8.4,10.0,28,235
11,3.2,6,6,3,11.6,8.6,10.3,27,241
11,2.4,4,6,3,11.4,8.7,10.2,28,240
11,3.2,6,6,3,12.8,9.0,11.1,25,259
11,2.4,4,6,3,12.1,9.4,10.9,26,256
11,3.2,6,6,3,12.9,9.9,11.6,24,269
11,2.0,4,19,3,10.8,9.0,10.0,28,235
11,2.0,4,24,3,10.3,7.9,9.3,30,216
11,2.4,4,3,3,11.3,8.7,10.1,28,238
11,2.4,4,24,3,10.2,8.3,9.3,30,219
11,2.4,4,3,3,11.7,9.2,10.6,27,249
11,2.4,4,24,3,10.6,8.7,9.8,29,230
12,6.4,8,5,4,18.3,12.6,15.7,18,368
11,2.4,4,3,3,10.6,7.6,9.3,30,218
11,2.4,4,25,3,10.4,7.3,9.0,31,211
11,2.4,4,6,3,10.8,7.8,9.5,30,222
11,2.4,4,25,3,10.8,7.6,9.4,30,221
11,1.4,4,25,3,9.9,7.7,8.9,32,209
11,2.4,4,6,1,14.4,10.2,12.5,23,206
11,1.4,4,25,3,9.9,7.7,8.9,32,211
11,2.4,4,6,3,11.2,8.2,9.8,29,230
11,3.6,6,25,3,14.2,11.0,12.8,22,298
11,3.6,6,2,3,14.7,11.7,13.4,21,313
11,3.6,6,25,3,15.0,11.4,13.3,21,312
1,3.3,6,17,3,11.5,8.5,10.2,28,237
2,2.0,4,15,3,7.9,6.3,7.2,39,170
2,2.0,4,15,3,9.4,7.0,8.3,34,198
2,2.0,4,25,3,9.4,6.8,8.3,34,195
1,1.6,4,9,3,9.4,7.9,8.7,32,207
1,2.0,4,15,3,9.7,7.0,8.3,34,197
1,2.0,4,25,3,9.8,7.3,8.7,32,204
0,1.6,4,9,3,9.6,7.4,8.6,33,204
0,1.6,4,25,3,10.1,8.0,9.2,31,216
0,2.0,4,15,3,9.6,7.3,8.6,33,203
0,2.0,4,25,3,9.9,7.6,8.8,32,209
1,3.8,6,17,3,13.8,9.3,11.8,24,279
1,5.0,8,17,4,15.6,10.6,13.3,21,317
9,1.6,4,8,3,4.6,5.1,4.8,59,114
9,1.6,4,8,3,4.5,4.8,4.7,60,110
9,1.6,4,8,3,5.1,5.8,5.4,52,129
1,2.4,4,15,3,9.6,6.8,8.4,34,198
1,2.4,4,15,3,9.3,6.6,8.0,35,190
1,2.0,4,15,3,10.9,7.6,9.4,30,224
2,2.0,4,15,3,6.0,5.1,5.6,50,132
0,1.6,4,15,3,8.8,6.5,7.8,36,181
0,1.6,4,25,3,8.8,6.6,7.8,36,181
8,2.0,4,15,3,9.9,7.6,8.9,32,210
4,3.3,6,15,3,14.1,10.5,12.5,23,296
11,2.4,4,15,3,11.2,8.3,9.9,29,234
11,2.0,4,15,3,12.3,9.4,11.0,26,259
11,2.4,4,15,3,11.5,9.3,10.5,27,246
11,3.3,6,15,3,14.0,10.1,12.2,23,289
11,3.3,6,15,3,13.2,9.3,11.4,25,270
9,1.6,4,15,3,9.4,7.8,8.7,32,205
9,1.6,4,25,3,9.7,7.8,8.8,32,208
9,2.0,4,15,3,9.5,7.8,8.7,32,206
9,1.6,4,9,3,9.1,7.7,8.5,33,199
11,2.4,4,15,3,10.4,8.0,9.3,30,220
11,2.0,4,15,3,11.9,10.2,11.1,25,263
11,2.4,4,15,3,11.3,9.5,10.5,27,247
13,6.5,12,9,4,22.2,12.7,17.9,16,428
13,6.5,12,9,4,23.9,14.5,19.7,14,461
13,6.5,12,9,4,23.0,13.5,18.7,15,438
11,2.0,4,18,4,12.0,9.2,10.7,26,252
11,2.0,4,18,4,11.3,8.0,9.8,29,231
11,2.0,4,18,4,12.0,8.5,10.4,27,243
2,3.5,6,15,3,11.4,7.7,9.7,29,226
2,3.5,6,15,4,12.4,9.2,11.0,26,257
2,3.5,6,23,4,8.0,6.9,7.5,38,176
12,4.6,8,15,4,16.0,12.9,14.6,19,341
0,2.0,4,17,4,10.6,7.3,9.1,31,214
0,3.5,6,15,4,12.6,9.2,11.0,26,258
2,4.6,8,17,4,15.1,10.3,12.9,22,303
12,5.7,8,17,4,18.2,13.0,15.8,18,372
11,2.0,4,15,4,10.7,8.5,9.7,29,226
11,2.0,4,15,4,10.8,8.9,9.9,29,232
11,2.5,4,21,3,7.2,7.9,7.5,38,176
10,3.5,6,15,4,12.6,9.2,11.0,26,258
11,3.5,6,17,3,12.2,9.0,10.8,26,252
12,3.5,6,21,4,7.5,8.4,7.9,36,185
1,2.7,6,15,3,14.0,9.5,12.0,24,281
1,3.0,6,15,3,14.4,9.7,12.3,23,288
1,3.7,6,15,3,14.3,9.7,12.2,23,287
11,2.0,4,15,3,12.3,9.3,10.9,26,256
11,2.0,4,15,3,12.1,9.3,10.8,26,254
11,2.3,4,15,3,13.1,9.4,11.4,25,268
11,2.7,6,15,3,14.1,9.8,12.1,23,284
2,2.0,4,15,3,11.2,7.6,9.8,29,230
2,3.0,6,15,3,13.4,8.7,11.2,25,264
2,2.0,4,15,3,11.8,8.4,10.2,28,239
2,3.0,6,15,3,14.0,9.2,11.8,24,278
2,2.0,4,19,3,5.7,6.2,5.9,48,139
12,3.5,6,15,3,16.1,12.4,14.5,19,339
2,3.0,6,17,4,14.1,9.8,12.4,23,286
2,3.0,6,17,4,14.7,10.0,12.4,23,293
2,3.0,6,17,4,14.7,9.9,12.6,22,295
10,4.7,8,15,4,18.2,11.4,15.1,19,355
10,4.7,8,15,4,18.2,11.6,15.2,19,358
12,3.0,6,17,4,16.8,11.9,14.7,19,340
12,3.0,6,17,4,16.8,12.4,14.7,19,346
1,3.8,8,17,4,16.1,10.8,13.8,20,321
1,3.0,6,17,4,14.9,10.3,13.1,22,300
1,3.0,6,17,4,15.0,10.3,13.1,22,301
0,2.0,4,15,3,8.2,6.9,7.6,37,179
0,2.0,4,15,3,8.8,7.5,8.2,34,192
11,2.0,4,25,3,9.4,7.4,8.5,33,199
11,2.5,4,15,3,9.8,7.7,8.6,33,204
11,2.5,4,15,3,10.2,8.3,9.2,31,221
11,2.5,4,15,3,10.6,8.4,9.6,29,225
11,2.5,4,15,3,11.5,8.9,10.4,27,242
0,2.0,4,15,3,8.4,6.4,7.5,38,176
0,2.0,4,25,3,8.5,6.2,7.5,38,175
0,2.5,4,15,3,8.8,6.6,7.8,36,182
0,2.5,4,15,3,8.5,6.4,7.6,37,176
0,2.5,4,25,3,9.3,6.9,8.2,34,194
2,2.0,4,15,3,8.4,6.4,7.5,38,174
2,2.0,4,25,3,8.6,6.4,7.6,37,178
2,2.5,4,15,3,9.0,6.7,7.8,36,183
2,2.5,4,15,3,8.7,6.6,7.8,36,181
2,2.5,4,25,3,9.6,7.0,8.4,34,198
4,2.5,4,14,3,10.8,8.2,9.6,29,226
4,2.5,4,25,3,11.1,8.3,9.8,29,230
2,2.5,4,15,3,9.1,6.7,8.0,35,187
2,2.5,4,15,3,8.9,6.7,7.9,36,186
2,2.5,4,25,3,9.8,6.9,8.4,34,196
13,2.0,4,15,4,9.0,6.7,8.0,35,187
13,2.0,4,25,4,8.9,7.1,8.1,35,190
0,4.0,8,16,4,13.4,9.6,11.7,24,273
10,4.0,8,16,4,14.0,10.1,12.2,23,291
10,4.0,8,16,4,13.8,10.1,12.1,23,285
0,2.0,4,16,4,10.7,7.6,9.3,30,221
12,5.5,8,16,4,20.0,16.6,18.5,15,413
12,6.0,12,16,4,22.2,18.0,20.3,14,467
11,2.0,4,16,4,11.3,8.5,10.0,28,233
11,3.0,6,6,4,17.4,11.1,14.6,19,353
12,3.0,6,6,4,13.6,10.1,12.0,24,281
12,5.5,8,16,4,17.3,13.5,15.6,18,363
13,4.0,8,16,4,14.5,10.8,12.8,22,303
0,5.5,8,16,4,16.4,10.6,13.8,20,322
0,5.5,8,16,4,15.3,10.2,13.0,22,305
1,6.0,12,16,4,17.6,10.9,14.6,19,349
0,6.0,12,16,4,17.1,11.0,14.3,20,348
0,6.0,12,16,4,18.7,11.6,15.5,18,365
13,6.0,12,16,4,17.6,10.8,14.5,19,340
13,3.0,6,6,4,11.6,8.2,10.1,28,234
2,2.0,4,16,4,9.7,6.6,8.3,34,179
10,2.0,4,6,4,10.8,8.0,9.5,30,222
10,2.0,4,16,4,10.4,8.0,9.3,30,218
0,2.0,4,16,4,9.6,6.4,8.1,35,190
0,4.7,8,6,4,13.6,9.4,11.7,24,275
2,2.0,4,6,4,10.8,8.1,9.5,30,246
2,3.0,6,6,4,11.8,8.6,10.4,27,245
8,3.0,6,6,4,12.4,9.3,11.0,26,259
12,4.0,8,16,4,19.0,16.6,17.9,16,401
11,2.0,4,16,4,10.3,7.6,9.1,31,212
11,2.0,4,16,1,13.6,10.0,12.0,24,128
11,2.0,4,6,4,11.1,8.5,10.0,28,233
12,3.0,6,6,4,13.1,10.1,11.7,24,276
12,4.7,8,6,4,15.3,11.3,13.5,21,318
12,3.0,6,6,4,14.4,11.4,13.0,22,306
12,4.7,8,6,4,16.7,12.9,15.0,19,347
1,6.0,12,16,4,18.2,11.0,15.0,19,359
7,2.0,4,16,4,11.1,9.1,10.2,28,240
7,2.0,4,16,4,11.5,9.3,10.5,27,248
2,4.7,8,6,4,14.3,9.2,12.0,24,280
1,4.7,8,6,4,14.3,9.2,12.0,24,280
0,4.7,8,6,4,13.9,9.3,11.8,24,276
0,4.7,8,6,4,14.1,9.3,11.9,24,278
1,6.0,12,16,4,17.5,10.8,14.5,19,350
13,3.0,6,6,4,11.5,8.4,10.1,28,237
13,4.7,8,6,4,13.6,9.5,11.7,24,275
13,2.0,4,6,4,9.5,7.2,8.5,33,200
10,1.5,3,15,4,8.8,6.8,7.9,36,184
10,1.5,3,25,4,8.5,6.2,7.5,38,175
10,1.5,3,25,4,8.5,6.3,7.5,38,175
2,1.5,3,15,4,9.5,7.2,8.4,34,197
2,1.5,3,25,4,9.6,7.0,8.4,34,197
2,1.5,3,17,4,10.2,7.8,9.1,31,213
2,1.5,3,25,4,10.6,7.4,9.1,31,214
3,1.5,3,15,4,8.8,6.8,7.9,36,184
3,1.5,3,25,4,8.5,6.3,7.5,38,175
2,1.5,3,17,4,10.3,7.9,9.2,31,215
10,2.0,4,15,4,9.3,7.2,8.3,34,196
10,2.0,4,25,4,10.2,7.3,8.9,32,210
2,2.0,4,17,4,10.0,7.2,8.7,32,205
2,2.0,4,25,4,10.8,7.7,9.4,30,220
2,2.0,4,17,4,10.2,7.4,9.0,31,210
2,2.0,4,25,4,11.4,7.8,9.7,29,227
3,2.0,4,15,4,9.4,7.2,8.4,34,196
3,2.0,4,25,4,10.2,7.3,8.9,32,210
2,2.0,4,25,4,11.3,7.7,9.7,29,227
3,2.0,4,25,4,10.8,7.7,9.4,30,220
0,2.0,4,21,3,8.7,6.9,7.9,36,183
0,2.0,4,24,3,9.7,7.1,8.5,33,200
0,2.4,4,21,3,9.9,7.7,8.9,32,206
0,2.4,4,24,3,10.5,7.8,9.3,30,218
0,2.4,4,21,3,10.2,7.9,9.2,31,212
9,2.0,4,21,3,9.3,7.2,8.4,34,194
9,2.0,4,24,3,9.9,7.3,8.7,32,205
0,1.2,3,19,3,6.4,5.5,6.0,47,141
0,1.2,3,24,3,7.1,5.8,6.5,43,150
0,1.2,3,19,3,6.9,5.7,6.4,44,149
0,1.2,3,24,3,7.2,5.9,6.6,43,155
11,2.4,4,21,3,9.2,7.5,8.4,34,197
11,2.4,4,21,3,9.8,8.1,9.0,31,211
11,3.0,6,15,4,11.9,8.5,10.4,27,242
11,2.0,4,21,3,9.7,7.8,8.8,32,204
11,2.0,4,24,3,10.3,8.2,9.3,30,216
11,2.0,4,21,3,10.1,8.2,9.2,31,213
13,3.7,6,16,4,12.6,9.3,11.1,25,261
13,3.7,6,16,4,13.0,9.7,11.5,25,270
2,2.5,4,19,3,8.8,6.0,7.5,38,176
2,3.5,6,22,3,10.6,7.3,9.1,31,214
2,2.5,4,22,3,8.8,6.5,7.8,36,183
12,5.6,8,16,3,17.5,12.9,15.4,18,362
5,2.5,4,2,3,13.5,10.5,12.2,23,286
5,2.5,4,24,3,12.2,10.4,11.4,25,268
5,4.0,6,2,3,14.8,10.6,12.9,22,304
5,4.0,6,2,3,15.8,11.5,13.8,20,326
5,4.0,6,25,3,15.1,11.5,13.5,21,317
10,3.8,6,8,4,14.5,10.7,12.8,22,300
9,1.6,4,22,4,8.5,7.5,8.0,35,189
9,1.6,4,25,4,8.6,7.2,8.0,35,188
9,1.6,4,22,4,9.0,7.8,8.4,34,199
9,1.6,4,25,4,9.0,7.6,8.4,34,197
9,1.6,4,23,4,9.5,8.3,8.9,32,209
2,3.5,6,22,4,11.1,7.8,9.6,29,225
0,1.6,4,1,3,8.9,6.8,7.9,36,186
0,1.6,4,24,3,8.7,6.8,7.9,36,185
8,3.5,6,22,3,11.0,8.3,9.8,29,230
8,3.5,6,22,3,11.2,8.4,9.9,29,232
11,3.5,6,19,3,11.6,8.5,10.2,28,240
11,3.5,6,19,3,12.1,8.9,10.7,26,250
11,3.5,6,19,3,12.4,9.2,11.0,26,258
9,2.0,4,19,3,8.8,7.3,8.1,35,191
9,2.0,4,25,3,10.0,8.1,9.2,31,216
9,2.0,4,19,3,9.1,7.5,8.4,34,197
11,2.5,4,19,3,9.2,7.0,8.2,34,192
11,2.5,4,19,3,9.6,7.4,8.6,33,203
2,1.6,4,22,4,8.9,7.3,8.2,34,193
2,1.6,4,25,4,9.1,7.3,8.3,34,195
2,1.8,4,19,3,8.1,6.3,7.3,39,171
2,1.8,4,25,3,9.0,6.8,8.0,35,187
2,1.6,4,22,4,9.4,7.8,8.7,32,205
2,1.6,4,25,4,9.5,7.6,8.7,32,204
6,5.6,8,16,3,15.0,11.2,13.3,21,312
6,5.6,8,16,3,15.2,11.1,13.4,21,315
6,5.6,8,16,3,16.0,12.0,14.2,20,333
2,1.6,4,19,3,7.6,6.2,7.0,40,164
2,1.6,4,24,3,8.6,6.6,7.7,37,180
3,3.0,6,9,4,10.6,8.0,9.4,30,221
3,3.0,6,26,4,11.8,8.1,10.1,28,237
3,3.0,6,9,4,10.8,8.3,9.7,29,227
3,3.0,6,26,4,12.0,8.2,10.3,27,241
3,3.0,6,9,4,10.8,8.3,9.7,29,226
3,3.0,6,26,4,12.1,8.3,10.4,27,242
3,3.0,6,9,4,10.8,8.4,9.7,29,228
3,3.0,6,26,4,12.1,8.3,10.4,27,243
3,3.0,6,9,4,10.7,8.3,9.6,29,225
3,3.0,6,9,4,11.0,8.4,9.8,29,230
3,3.0,6,26,4,12.2,8.5,10.5,27,246
3,3.0,6,9,4,11.0,8.5,9.9,29,232
3,3.0,6,26,4,12.1,8.4,10.4,27,243
3,3.0,6,9,4,10.9,8.5,9.9,29,231
3,3.0,6,9,4,10.9,8.4,9.8,29,228
3,3.0,6,9,4,11.1,8.6,10.0,28,233
3,3.8,6,9,4,12.6,9.9,11.4,25,266
3,3.8,6,9,4,12.6,9.9,11.4,25,267
13,2.0,4,9,4,10.5,8.0,9.4,30,219
13,2.0,4,25,4,11.0,8.3,9.8,29,229
13,2.5,4,9,4,11.0,8.4,9.9,29,230
13,2.5,4,25,4,12.1,9.0,10.7,26,249
12,3.6,6,5,4,12.9,9.7,11.5,25,268
12,3.6,6,5,4,13.6,10.2,12.1,23,281
12,3.6,6,5,4,13.9,9.6,12.0,24,281
12,3.6,6,5,4,14.5,10.4,12.6,22,296
11,2.0,4,4,4,11.6,9.3,10.6,27,248
11,3.0,6,4,4,13.8,10.3,12.3,23,287
6,3.6,6,5,3,13.9,9.6,11.9,24,280
6,3.6,6,5,1,19.7,13.8,17.0,17,283
6,5.7,8,3,3,17.0,12.0,14.8,19,346
6,5.7,8,5,3,15.7,11.0,13.6,21,319
6,3.0,6,5,0,11.8,8.6,10.4,27,278
6,3.6,6,5,3,14.5,10.2,12.6,22,294
6,3.6,6,5,1,20.7,14.7,18.0,16,300
6,5.7,8,3,3,17.5,12.7,15.4,18,361
6,5.7,8,5,3,16.1,11.5,14.0,20,328
6,3.0,6,5,0,12.3,8.8,10.8,26,289
7,2.4,4,6,3,11.2,8.3,9.9,29,232
0,6.6,12,17,4,20.0,12.6,16.7,17,390
1,6.6,12,17,4,20.0,12.6,16.7,17,390
1,6.7,12,17,4,20.7,12.7,17.1,17,400
0,6.7,12,17,4,20.7,12.7,17.1,17,400
0,6.7,12,17,4,20.6,12.8,17.1,17,401
2,6.6,12,17,4,19.0,12.5,16.1,18,375
13,0.9,3,8,4,7.0,6.3,6.7,42,152
3,2.0,4,15,4,9.7,7.2,8.6,33,200
3,2.0,4,25,4,11.1,8.0,9.7,29,228
11,2.0,4,21,3,9.1,7.2,8.2,34,193
11,2.0,4,24,3,10.3,7.8,9.2,31,216
11,2.0,4,23,4,10.2,8.6,9.5,30,223
11,2.5,4,21,3,9.2,7.4,8.4,34,196
11,2.5,4,25,3,10.9,8.3,9.7,29,228
2,2.0,4,22,3,8.3,6.4,7.5,38,174
2,2.0,4,24,3,10.0,7.5,8.9,32,208
9,2.0,4,22,3,8.4,6.5,7.5,38,176
9,2.0,4,24,3,10.1,7.7,9.0,31,211
2,2.5,4,21,3,9.3,7.0,8.3,34,194
2,2.5,4,25,3,10.7,7.9,9.5,30,222
2,3.6,6,21,3,11.9,8.3,10.3,27,241
11,2.5,4,21,3,9.4,7.3,8.4,34,198
11,2.5,4,25,3,11.0,8.3,9.8,29,229
11,3.6,6,21,3,12.0,8.7,10.5,27,247
0,2.0,4,23,4,12.5,9.6,11.2,25,255
0,2.0,4,25,4,11.3,8.5,10.0,28,235
12,4.0,6,14,3,14.3,12.0,13.3,21,310
3,2.0,4,15,4,9.9,7.3,8.7,32,204
3,2.0,4,25,4,11.3,8.3,9.9,29,232
2,2.5,4,15,3,9.8,7.1,8.6,33,199
2,3.5,6,15,3,11.0,7.8,9.6,29,224
2,2.5,4,19,3,5.6,6.2,5.9,48,137
2,2.5,4,19,3,5.8,6.3,6.0,47,141
2,1.8,4,19,3,8.3,6.5,7.5,38,174
2,1.8,4,22,3,8.3,6.7,7.5,38,178
2,1.8,4,25,3,8.4,6.5,7.5,38,176
2,1.8,4,19,3,7.8,5.9,6.9,41,163
2,1.8,4,19,3,8.0,6.3,7.2,39,168
2,1.8,4,22,3,8.3,6.5,7.5,38,176
2,1.8,4,25,3,8.8,6.8,7.9,36,185
11,3.5,6,17,3,11.8,8.7,10.3,27,243
12,3.5,6,17,3,12.1,9.0,10.6,27,251
12,3.5,6,17,3,12.0,8.9,10.6,27,247
12,3.5,6,17,3,11.7,8.8,10.4,27,242
12,3.5,6,21,3,8.1,8.5,8.3,34,193
2,1.8,4,19,3,4.4,4.6,4.5,63,105
0,1.5,4,19,3,4.9,5.5,5.1,55,120
8,1.8,4,19,3,5.5,6.0,5.8,49,135
11,2.5,4,15,3,10.3,8.0,9.2,31,217
11,2.5,4,15,3,10.0,7.8,9.0,31,210
11,2.5,4,15,3,10.5,8.3,9.5,30,222
11,2.5,4,15,3,10.7,8.4,9.7,29,226
11,2.5,4,21,3,6.9,7.8,7.3,39,170
12,5.7,8,15,3,18.7,13.8,16.5,17,380
4,3.5,6,17,3,12.5,8.9,10.9,26,255
4,3.5,6,17,3,13.4,9.6,11.7,24,274
5,2.7,4,15,3,12.1,10.1,11.2,25,263
5,3.5,6,15,3,12.6,10.0,11.4,25,268
5,2.7,4,15,3,12.7,10.6,11.7,24,274
5,3.5,6,15,3,13.2,10.7,12.0,24,283
5,3.5,6,25,3,13.8,11.6,12.8,22,301
6,4.6,8,15,3,15.8,12.3,14.2,20,334
6,5.7,8,15,3,17.2,12.9,15.3,18,358
6,4.6,8,15,3,16.8,12.6,14.9,19,349
6,5.7,8,15,3,18.1,13.9,16.2,17,378
0,1.5,4,15,3,7.3,5.8,6.6,43,155
0,1.5,4,25,3,7.8,6.0,6.8,42,164
0,1.5,4,1,3,7.9,6.8,7.4,38,173
0,1.5,4,24,3,7.8,6.5,7.2,39,168
0,1.8,4,15,3,9.7,7.2,8.5,33,199
0,1.8,4,24,3,9.5,7.1,8.4,34,198
0,1.8,4,15,3,9.6,7.5,8.6,33,201
10,1.8,4,15,3,9.7,7.2,8.5,33,199
0,3.6,6,15,3,13.9,9.3,11.8,24,277
0,1.8,4,15,3,9.4,6.7,8.2,34,192
0,1.8,4,24,3,9.3,6.6,8.1,35,190
0,2.0,4,8,3,9.6,7.2,8.5,33,199
0,2.0,4,25,3,9.7,7.0,8.5,33,198
9,1.8,4,8,3,10.6,8.0,9.4,30,220
9,1.8,4,15,3,9.3,6.9,8.2,34,192
9,1.8,4,24,3,9.6,6.8,8.3,34,194
0,1.4,4,15,3,8.5,6.2,7.4,38,175
0,1.8,4,8,3,9.4,6.8,8.2,34,193
0,2.0,4,15,3,9.8,7.4,8.7,32,205
0,2.0,4,25,3,10.2,7.2,8.9,32,208
2,1.8,4,15,3,10.1,7.0,8.7,32,204
2,3.6,6,8,3,11.9,8.5,10.4,27,242
11,2.0,4,15,4,11.7,9.6,10.7,26,256
11,2.0,4,15,4,12.0,10.0,11.1,25,263
12,3.6,6,17,3,13.8,10.4,12.2,23,287
0,2.0,4,17,3,9.6,7.0,8.4,34,198
0,2.0,4,17,3,10.7,7.8,9.4,30,219
0,2.0,4,17,4,10.9,7.7,9.5,30,221
0,2.0,4,17,4,11.8,8.5,10.3,27,241
0,2.0,4,17,3,10.8,7.8,9.4,30,220
2,2.0,4,17,4,10.1,7.0,8.7,32,204
2,2.0,4,17,4,10.8,7.6,9.4,30,219
9,2.0,4,17,3,9.6,7.0,8.4,34,198
9,2.0,4,17,3,10.7,7.8,9.4,30,219
9,2.0,4,17,4,10.9,7.7,9.5,30,221
9,2.0,4,17,4,11.8,8.5,10.3,27,241
9,2.0,4,17,3,10.8,7.8,9.4,30,220
8,2.0,4,17,4,10.1,7.0,8.7,32,204
8,2.0,4,17,4,10.8,7.6,9.4,30,219
8,2.0,4,17,4,10.7,7.9,9.4,30,221
11,2.0,4,17,3,10.4,7.8,9.2,31,216
11,2.0,4,17,3,11.3,8.4,10.0,28,233
11,2.0,4,17,4,11.7,8.7,10.4,27,244
12,2.0,4,17,4,11.5,9.6,10.6,27,249
2,3.5,6,9,4,8.4,8.2,8.4,34,196
0,2.4,4,10,4,10.0,7.1,8.7,32,205
0,2.4,4,10,4,10.2,7.4,8.9,32,209
0,3.5,6,18,4,11.4,7.7,9.8,29,228
0,3.5,6,18,4,12.0,8.2,10.3,27,240
11,2.0,4,5,4,10.8,8.3,9.6,29,226
11,2.9,6,5,4,14.1,10.4,12.4,23,292
3,4.0,8,5,4,13.0,9.8,11.5,25,271
10,6.0,12,5,4,16.7,10.9,14.1,20,332
3,6.0,12,5,4,17.5,11.4,14.7,19,346
0,2.0,4,9,4,10.0,7.0,8.7,32,203
0,2.0,4,25,4,9.9,7.1,8.7,32,204
9,2.0,4,9,4,10.5,7.9,9.3,30,217
10,2.0,4,9,4,10.0,7.0,8.7,32,203
10,2.0,4,25,4,9.9,7.1,8.7,32,204
2,2.0,4,9,4,10.0,7.0,8.7,32,203
2,2.0,4,17,4,10.6,7.5,9.2,31,216
2,3.0,6,17,4,11.5,8.2,10.0,28,235
1,3.0,6,17,4,12.6,8.0,10.5,27,247
1,4.0,8,17,4,15.1,9.1,12.4,23,290
0,2.0,4,15,4,11.6,8.3,10.1,28,236
11,2.0,4,16,4,10.4,8.6,9.6,29,226
12,2.0,4,17,4,12.2,9.5,11.0,26,258
13,5.2,10,9,4,16.0,9.5,13.1,22,304
13,5.2,10,9,4,17.1,11.3,14.5,19,338
10,2.5,5,9,4,12.4,8.3,10.5,27,248
10,2.9,6,10,4,12.9,8.9,11.1,25,260
2,4.0,8,17,4,17.0,9.6,13.7,21,318
10,2.0,4,9,4,10.6,8.3,9.6,29,223
0,3.0,6,10,4,11.5,8.0,9.9,29,232
10,3.0,6,10,4,11.5,8.0,9.9,29,232
10,3.0,6,10,4,11.9,8.1,10.2,28,239
2,3.0,6,10,4,11.5,8.0,9.9,29,232
2,4.0,8,9,4,15.0,10.0,12.8,22,298
2,4.0,8,17,4,16.2,9.9,13.4,21,313
11,3.0,6,10,4,12.7,10.0,11.5,25,270
10,2.5,5,9,4,12.3,8.2,10.5,27,245
0,6.0,12,17,4,20.4,12.0,16.6,17,389
2,4.0,8,17,4,18.8,10.7,15.1,19,353
2,6.0,12,17,4,20.4,12.0,16.6,17,389
2,6.8,8,17,4,20.9,13.0,17.3,16,405
10,2.0,4,17,4,10.2,7.2,8.9,32,208
10,2.0,4,17,4,9.9,7.1,8.6,33,202
0,2.0,4,17,0,7.8,5.9,7.0,40,184
9,2.0,4,17,0,7.8,5.9,7.0,40,184
0,2.0,4,17,4,10.2,7.2,8.9,32,208
1,2.0,4,17,4,10.2,7.2,8.9,32,208
9,2.0,4,17,4,10.2,7.2,8.9,32,208
0,3.0,6,17,4,9.2,6.2,7.8,36,183
0,3.0,6,25,4,12.1,8.1,10.3,27,240
0,3.0,6,17,4,11.1,7.5,9.5,30,223
0,3.0,6,25,4,12.2,8.4,10.5,27,245
1,3.0,6,17,4,11.8,7.9,10.0,28,235
10,2.0,4,17,4,10.7,7.3,9.1,31,214
10,3.0,6,17,4,11.8,7.9,10.0,28,235
2,2.0,4,17,4,10.2,7.2,8.9,32,208
2,3.0,6,17,4,11.6,8.1,10.0,28,236
10,3.0,6,17,4,12.3,8.4,10.5,27,248
0,3.0,6,17,4,12.3,8.4,10.5,27,248
1,3.0,6,17,4,11.9,8.4,10.3,27,241
